product_ID,name,year,num_parts,price,img_link,primary_color,secondary_color,description,category
27,Exotic Peacock,2024,355,20,https://www.lego.com/cdn/cs/set/assets/bltfa6c9196a514bb03/31157.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Blue,Green,"Boys and girls aged 7+ can build, play with and display 3 different exotic LEGO® animal toys with this impressive Creator Exotic Peacock (31157) 3in1 building set. It features a peacock toy with a set of beautiful and detailed tail feathers that can be folded down or proudly spread out.

This LEGO Creator 3in1 set gives kids 3 different build-and-play experiences with the same set of bricks. They can build a peacock figurine toy, rebuild it into a dragonfly toy with posable wings and tail on a lily-pad stand, or a colorful butterfly toy with posable wings. All 3 playable models make for attractive display items on a shelf or bedside table.

LEGO Creator 3in1 toys make great gifts for kids, with 3 different models to create in every box. Kids will be excited to build, rebuild and build again. 3in1 sets keep them happy for countless hours and offer a range of models that appeal to their biggest passions, including superfast vehicles, amazing animals and detailed city scenes.

3 LEGO® animal toys including a peacock toy in 1 box – Boys and girls aged 7+ can build and rebuild 3 different models using the same bricks with this LEGO Creator Exotic Peacock 3in1 set
Endless animal play possibilities – Kids can play out their own stories with 3 different animal playsets: a peacock figurine toy, a dragonfly toy and a butterfly toy
Posable figures – The peacock bird toy can fold down and open its colorful and detailed feathers, the dragonfly toy has posable wings and tail, and the butterfly toy has posable wings
Playable display models – All 3 LEGO® toys can be displayed after playtime: the peacock bird toy can stand alone, and the dragonfly and butterfly toys come with display stands
Gift for ages 7+ – This 3in1 toy provides a fun build-and-play experience and can be given as an everyday gift for a child who deserves a treat
More 3in1 fun – Expand the 3in1 fun with other sets (sold separately) from the LEGO® Creator range, including amazing animals, cool vehicles and detailed city scenes
LEGO® Creator toys – Every 3in1 set lets kids build 3 different models inspired by some of their biggest passions, including animals, vehicles and detailed city scenes
Measurements – This 355-piece LEGO® building set features a buildable peacock toy standing over 7.5 in. (20 cm) tall",Colorful - Animal
28,Spider Tank,2023,526,50,https://www.lego.com/cdn/cs/set/assets/blt3de19d1ec415c640/75361.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Grey,Grey,"Play out exciting battle action from Star Wars: The Mandalorian Season 3 with this LEGO® brick-built Spider Tank toy (75361) for ages 9 and up. It features flexible legs, grabbing claws, an opening cockpit with space for a LEGO minifigure, and an elevating hatch with 2 stud shooters. The set also includes 3 popular Star Wars™ characters – The Mandalorian with a darksaber, blaster pistol and jetpack element, Bo-Katan Kryze with 2 blasters and a jetpack element, plus a LEGO figure of Grogu (the character affectionately known as “Baby Yoda” by fans).

A helping hand
Let the LEGO Builder app guide your youngster on an intuitive building adventure, allowing them to zoom in and rotate digital 3D versions of the construction model as they build, track their progress and more.

Gift idea
This premium-quality building toy makes an awesome gift for kids who like to be part of the latest trends. It’s part of a huge range of LEGO Star Wars building sets that will thrill Star Wars fans of all ages.

Buildable Spider Tank toy playset (75361) – Kids can team up with their heroes to battle against a detailed, stud-shooting LEGO® brick model of the Spider Tank from Star Wars: The Mandalorian Season 3
3 LEGO® Star Wars™ characters – The Mandalorian with a darksaber, blaster pistol and jetpack element, Bo-Katan Kryze with 2 blasters and a jetpack element, plus a Grogu LEGO figure
Built for action – The Spider Tank features flexible legs, grabbing claws, an opening cockpit with space for a LEGO® minifigure, and an elevating hatch with 2 stud shooters
Fun gift idea for kids aged 9 and up – Give this 526-piece building toy as a holiday gift, birthday present or special reward to Star Wars: The Mandalorian fans
Build and play – The buildable Spider Tank model measures over 3.5 in. (9 cm) high, 7.5 in. (20 cm) long and 6.5 in. (17 cm) wide
Intuitive instructions – Using the LEGO® Builder app, kids can zoom in, rotate sets in 3D and visualize a digital version of the real-life construction model as they build
Collectible building toys for all ages – LEGO® Star Wars™ sets enable kids and adult Star Wars fans to recreate iconic scenes, create their own action-adventures or simply display the buildable models
Premium quality – Ever since 1958, LEGO® bricks have met stringent industry standards, ensuring that they connect consistently and securely
Safety assurance – LEGO® components are dropped, heated, crushed, twisted and carefully analyzed to make sure that they comply with rigorous global safety standards",Animal - Minifig
29,John Deere 9700 Forage Harvester,2024,559,40,https://www.lego.com/cdn/cs/set/assets/blta12c30dbf0128a83/42168.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Green,Yellow,"Kids who love farm equipment toys can enjoy lots of creative play with the LEGO® Technic™ John Deere 9700 Forage Harvester (42168) for boys and girls aged 9+. The model comes in the classic John Deere colors and features back wheel steering and a forage header tool on the front, which kids can raise, lower and spin to replicate the actions of a real corn-cutting machine. This farming toy set makes a great birthday or special occasion gift idea for kids who love farming vehicles and creative play.

LEGO Technic construction sets feature realistic details that introduce young LEGO builders to engineering in an approachable way. Give kids a fun building adventure with the LEGO Builder app. Here they can zoom in and rotate models in 3D and track their progress.

John Deere toy for kids aged 9+ – Inspire young farming fans to build and explore this LEGO® Technic™ John Deere 9700 Forage Harvester toy for boys and girls
Forage header tool – Kids can learn how a real John Deere harvester works as they raise, lower and spin the forage header tool to replicate the actions of a real corn-cutting machine
Authentic steering – The model features back wheel steering just like on a real John Deere harvester so kids can enjoy lots of realistic vehicle role play
A gift idea for kids who love John Deere equipment – This set makes a fun birthday gift for boys and girls who love vehicle toys
A fun way to build – Let the LEGO® Builder app guide kids on an intuitive building adventure, where they can save sets, track progress, zoom in and rotate models in 3D while they build
Engineering insights – LEGO® Technic™ buildable model sets (sold separately) feature realistic movement and mechanisms that introduce young LEGO builders to the universe of engineering
Measurements – 559-piece set with a harvester measuring over 4 in. (11 cm) high, 10 in. (25 cm) long and 8.5 in. (22 cm) wide",Vehicle - Farm
30,Retro Roller Skate,2024,342,30,https://www.lego.com/cdn/cs/set/assets/blt2afcd0d2c787e72f/31148.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Green,Pink,"Creative kids aged 8+ can go back in time with this colorful LEGO® Creator Retro Roller Skate (31148) building set. It features a LEGO roller skate toy with 4 moving pink wheels, a pink stopper, thick yellow laces and a set of colorful pieces for kids to decorate the heel of the boot with their own designs.

This LEGO Creator 3in1 set gives kids 3 different build-and-play experiences with the same set of bricks. They can build a roller skate toy and rebuild it into a colorful retro mini skateboard with 4 moving wheels or a retro boom box radio with a small antenna. All 3 models make eye-catching display items for kids after their playtime adventures.

LEGO Creator 3in1 toys make great gifts for kids with 3 different models to create in every box. Kids will be excited to build, rebuild and build again. 3in1 sets keep them happy for countless hours and offer a range of models that appeal to their biggest passions, including superfast vehicles, amazing animals and detailed city scenes.

3 retro models in 1 box – Boys and girls aged 8+ can build and rebuild 3 different pop culture icons using the same bricks with this LEGO® Creator Retro Roller Skate toy
Endless play possibilities – Kids can play out their own stories with 3 different retro models: a roller skate toy, a mini skateboard toy and a boom box radio toy
Movable toys – The roller skate toy has 4 moving pink wheels to push it around, while the mini skateboard also has 4 moving wheels so kids can enjoy fast-paced adventures
Display models – All 3 LEGO® retro models can stand alone and make eye-catching display items for kids after they have finished their playtime adventures
Birthday or holiday gift for ages 8 and up – This 3in1 toy provides a fun build-and-play experience and can be given as a birthday gift to creative kids
More 3in1 fun – Expand the 3in1 fun with other sets (sold separately) from the LEGO® Creator range
LEGO® Creator toys – Each 3in1 set lets kids build 3 different models inspired bysome of their biggest passions, including animals, vehicles and detailed city scenes
Build and play – This 342-piece LEGO® building set features a roller skate toy measuring over 5.5 in. (14 cm) high, 6.5 in. (16 cm) long and 3 in. (7 cm) wide",Colorful - Personal
31,The Madrigal House,2021,587,50,https://www.lego.com/cdn/cs/set/assets/blt2ca5e68542c05dd8/43202_.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Brown,Red,"Disney’s Encanto fans of all ages will love this colorful LEGO® ǀ Disney The Madrigal House (43202) set. The kit features a 3-level house, a sticker sheet for decorating it, printed building instructions and digital Instructions PLUS. Using the LEGO Building Instructions app, kids can zoom, rotate and see the model on screen. The guided process lets even youngsters feel like master builders… awesome!

Play all day
This buildable toy inspires endless play, with color, functions and details toappeal to a child’s sense of magic. It’s full of imaginative accessories, including an accordion, gramophone and umbrella, and can be played with independently or combined with other LEGO ǀ Disney sets (sold separately).

Iconic movie characters
This LEGO ǀ Disney set comes with 2 mini-doll figures and 1 micro-doll figure – Disney’s Abuela, Mirabel and Antonio – plus capybara and butterfly LEGO figures. This premium building toy makes a cool gift for kids who want to set trends on the playground.

Give a Disney fan a magical house full of color and surprises with this special LEGO® ǀ Disney The Madrigal House (43202) set. The adventure starts with opening the box!
Discover who lives inside! This 587-piece set features 3 levels, a spinning weather vane, flipping bed and waving shutters, a unique sticker sheet, plus plenty of accessories for endless stories.
Featuring Disney’s Abuela and Mirabel mini-doll figures, an Antonio micro-doll figure, plus Chispi and butterfly LEGO® figures, this colorful, 3-level set is made for creative fun.
Any Disney’s Encanto fan aged 6 and up will be thrilled with this on-trend gift. The house includes multiple rooms, different functions from the movie, plus features and accessories to inspire play.
Endless imaginative fun. With the casa measuring over 10 in. (26 cm) high, 8 in. (20 cm) wide and 4 in. (10 cm) deep, this set is perfect for extended play periods and looks great on display.
Want to give kids a more awesome building experience? Now you can with digital Instructions PLUS. With intuitive modes like zoom, rotate and ghost, it’s LEGO® building for the digital age!
With detailed mini- and micro-doll figures and a colorful house build, this Disney’s Encanto buildable toy encourages open creative play that helps build important life skills with fun.
LEGO® pieces meet rigorous industry standards to ensure they are consistent, compatible and connect and pull apart reliably every time – it’s been that way since 1958.
LEGO® pieces are dropped, heated, crushed, twisted and analyzed to make sure they meet strict global safety standards.",Colorful - Structure - Disney
32,Paris,2019,649,50,https://www.lego.com/cdn/cs/set/assets/bltfd3e8e59d950ac57/21044.jpg?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Grey,Black,"Bring together iconic Paris landmarks with this magnificent Paris skyline model. The 21044 LEGO® Architecture Skyline Collection set features the Arc de Triomphe, Champs-Elysées, Tour Montparnasse, Grand Palais, Eiffel Tower and the Louvre, and is finished with grass and tree areas and a decorative Paris nameplate. This set has been designed to deliver a rewarding and relaxing building experience to all with an interest in architecture, travel, history and design, and makes a truly “magnifique” centerpiece for the home or office. Each skyline model is scaled to give an accurate representation of the comparative size of the featured structures, with realistic color depiction.

LEGO® Architecture interpretation of Paris.
Features a selection of Paris’s famous landmarks, including the Arc de Triomphe, Champs-Elysées, Tour Montparnasse, Grand Palais, Eiffel Tower and the Louvre, plus grass and tree areas.
The included booklet contains information about the designer, architecture and history of each structure, as well as historical facts about Paris and its architectural heritage. (French and English languages only. Other languages available for download at LEGO.com/architecture.)
Includes a 4x32 tiled base with decorative Paris nameplate.
Recreate the world's most dynamic cities with the LEGO® Architecture Skyline Collection.
LEGO® Architecture sets celebrate the world of architecture through the medium of the LEGO brick, and are developed for all with an interest in travel, design, architecture and history.
This set includes over 694 pieces.
Measures over 8” (22cm) high, 11” (28cm) wide and 4” (11cm) deep.",Structure
33,Space Astronaut,2024,647,55,https://www.lego.com/cdn/cs/set/assets/blt2ab62c2c368f72f6/31152.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,White,Grey,"LEGO® fans aged 9+ can blast into space to explore new planets by recreating space adventures with this LEGO Creator Space Astronaut (31152) building toy. The astronaut figure includes a detachable jet propulsion backpack, posable legs, feet, arms and fingers and a golden opening visor with a seat inside for a minifigure (not included).

Boys and girls can build 3 different space playsets: a posable space astronaut, a futuristic space dog with posable legs and tail, or a space viper jet with a se at for a minifigure (not included) to pilot it. All 3 models make great space-themed creative gifts and come with stands for display.

LEGO Creator 3in1 toys make great gifts for kids with 3 different models to create in every box. Kids will be excited to build, rebuild and build again. 3in1 sets keep them happy for countless hours and offer a range of models that appeal to their biggest passions, including superfast vehicles, amazing animals and detailed city scenes.

3 LEGO® space toys in 1 box – Boys and girls aged 9+ who love space can build and rebuild 3 different sets using the same set of bricks with this LEGO Creator Space Astronaut toy
Endless space play possibilities – Kids can play out daring stories among the stars with 3 different space playsets: an astronaut figure, a space dog and a space viper jet
Posable space figures – The astronaut toy has posable legs, feet, arms and fingers, and the space dog has a posable tail and legs so kids can choose how to position them
Display models – All 3 LEGO® space models come with brick-built stands so kids can display them in their bedrooms after enjoying playtime adventures
Space-themed birthday gift – This 3in1 toy provides a fun build-and-play experience and can be given as birthday gift to inspire countless hours of role-play action
A fun way to build – The LEGO® Builder app takes kids on an intuitive building adventure, letting them save sets, track progress and zoom in on and rotate models in 3D while they build
LEGO® Creator toys – Every 3in1 set lets kids build 3 different models inspired by some of their biggest passions, including animals, vehicles and detailed city scenes
Build and play – This 647-piece LEGO® set featuresa buildable astronaut toy standing over 10.5 in. (27 cm) tall",Character - Vehicle - Flight
34,"""Up"" House",2023,598,60,https://www.lego.com/cdn/cs/set/assets/bltde655e8359417b7d/43217.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Grey,Yellow,"Adventure awaits Disney fans aged 9 and up with this fun LEGO® ǀ Disney and Pixar ‘Up’ House (43217). The set that everyone will be talking about includes a detailed section of the iconic house with a chimney and balloons, 2 LEGO minifigures, a LEGO dog figure, a wilderness explorer backpack and an adventure book. Kids can also enjoy an easy and intuitive building adventure with the LEGO Builder app, which lets them zoom in and rotate models in 3D, save sets and track their progress.

Buildable memories
Based on the Disney and Pixar movie Up, this set will appeal to movie fans and older kids with its many details and challenging build. Designed for play and display, it inspires imaginative adventures and can take pride of place on a shelf once play is done.

Iconic characters
This set comes with 2 LEGO minifigures, Carl Fredricksen and Russell, plus a Dug LEGO dog figure. This premium building toy makes a fun gift for adult fans of Up or older kids who want to join the hottest trend.

Endless inspiration – Give a movie fan or any kid who lives for high-flying adventures a gift full of details to inspire the imagination with this LEGO® ǀ Disney and Pixar ‘Up’ House (43217) set
Creativity in a box – This 598-piece set includes a partial house build with balloons, different rooms and functions, 2 minifigures, a LEGO® animal figure and plenty of accessories to spark play
Beloved characters – With Disney and Pixar’s Carl Fredricksen and Russell LEGO® minifigures, plus a Dug LEGO dog figure, the set is made for unlimited adventures on land or floating through the clouds
Impressive gift for ages 9+ – Disney and Pixar fans with a passion for adventure will enjoy this set full of imaginative possibilities, with a house based on an iconic movie
Unlimited play – With the house measuring over 10.5 in. (27 cm) high, 6 in. (15 cm) wide and 4 in. (11 cm) deep, this set is made for endless play sessions or display in kids’ (or adults’) rooms
A new way to build – The LEGO® Builder app guides kids on an intuitive building adventure. They can save sets, track progress and zoom in and rotate models in 3D while they build
Important life skills – With detailed minifigures and a recognizable build, this Disney and Pixar construction set encourages open creative play that builds vital life skills through fun
Uncompromising quality – Ever since 1958, LEGO® components have met stringent industry standards to ensure they connect consistently
Safety first –LEGO® components are dropped, heated, crushed, twisted and analyzed to make sure they meet rigorous global safety standards",Minifig - Structure
35,Street Skate Park,2023,454,68,https://www.lego.com/cdn/cs/set/assets/bltdd02a77fc7599129/60364.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Orange,Grey,"Kids and skate fans aged 6+ will love this LEGO® City Street Skate Park set (60364). It’s packed with inspiration for imaginative play and comes with combinable ramp modules for different park configurations. The set also includes a toy BMX bike, skateboard, scooter, in-line skates, 4 skater minifigures and a LEGO Road Plate for connection to other sets from the LEGO City range.

An immersive build-and-play experience
The set includes an easy-to-follow printed building guide, and there are digital instructions in the LEGO Builder app. With this intuitive building companion, kids can zoom in and rotate and visualize models from all angles as they build. The app also enables them to track the building process and explore and save virtual playsets.

Cool, creative toys for kids
LEGO City playsets come with feature-rich buildings, realistic vehicles and fun characters that stimulate open-ended imaginative role play based on everyday heroes and real-life events.

Skate park playset – Send kids’ imaginations soaring with this LEGO® City Street Skate Park (60364), with combinable ramp modules for different park configurations
What’s in the box? – Everything kids need to build a toy skate park with modular ramps and equipment for all kinds of stunts, plus a BMX bike, skateboard, scooter, in-line skates and 4 minifigures
Expand your city – Includes a LEGO® Road Plate for connection to other sets in the LEGO City range
A gift for any occasion – This LEGO® City Street Skate Park makes a fun birthday, holiday or any-other-day gift for kids aged 6 and up
Dimensions – In its standard configuration, the toy skatepark set measures over 7.5 in. (19 cm) high, 17.5 in. (44 cm) wide and 10 in. (25 cm) deep
LEGO® minifigure accessories – Includes a toy bike, skateboard, in-line skates, scooter and a cell phone
Includes an interactive guide – Discover the LEGO® Builder app. Here kids can explore and save virtual playsets, track building progress, zoom in and rotate and view models in 3D while they build
Action without limits – Unleash more fun and adventures when you combine this set with others from the LEGO® City range
Toys you can rely on – All LEGO® components meet strict industry standards to ensure they are consistent, compatible and fun to build with: it’s been that way since 1958
Tested to the max – LEGO® bricks and pieces are dropped, heated, crushed, twisted and analyzed to make sure they meet stringent global standards for safety",Minifig - Structure - Colorful
36,Typewriter,2021,2079,250,https://www.lego.com/cdn/cs/set/assets/blt505d24ad41366851/21327.jpg?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Green,Black,"Unplug from your digital life and recall simpler times as you build a LEGO® Ideas model of an old-fashioned typewriter (21327). The design is inspired by the classic typewriter used by the LEGO Group’s founder Ole Kirk Kristiansen, and it moves and sounds just like the real thing. The brick-built center typebar rises each time a letter key is pressed and is linked to the carriage that moves across as you type. There is also a platen roller that you can feed real paper into.

Created by a LEGO fan for fans
Created by a LEGO fan and voted for by LEGO fans, this detailed typewriter model comes with a letter written by Thomas Kirk Kristiansen, a member of the fourth generation of the LEGO Group’s owner family – slot his letter into the typewriter to complete a delightful display piece.

Top gift
Part of a collection of premium-quality LEGO building kits for adults, this model comes with clear instructions and makes the best gift for yourself, LEGO fans, writers and lovers of all things retro.

Spark nostalgic feelings and the curiosity of younger fans who have never seen a typewriter before with this LEGO® Ideas build-and-display model (21327) that moves and sounds like the real thing.
Features a center typebar that rises each time a letter key is pressed, linked to a carriage that moves across as you type, plus a platen roller that you can feed real paper into.
The design is inspired by the classic typewriter used by the LEGO Group’s founder Ole Kirk Kristiansen.
Includes a booklet with 43 language versions of a letter written and signed by Thomas Kirk Kristiansen of the LEGO Group’s owner family. Choose your language and put the letter in the typewriter.
Great for spending quality time alone or with the family, this nostalgic, collectible model makes a unique birthday or holiday gift for yourself, LEGO® fans, writers and lovers of all things retro.
The typewriter model measures over 4.5 in. (11 cm) high, 10.5 in. (27 cm) wide and 10.5 in. (26 cm) deep and is a delightful display piece to photograph and share pictures of with friends.
The 2,079-piece buildable model also comes with an illustrated booklet featuring the set’s fan designer and LEGO® designers, plus step-by-step instructions to guide you through this challenging build.
This building set for adults is part of a collection of exciting LEGO® Ideas models, each created by a fan designer, voted for by thousands of LEGO fans and produced by the LEGO Group.
Ever since 1958, LEGO® components have met stringent industry standards to ensure that they are compatible and connect consistently for robust builds.
LEGO® bricks and pieces are tested in almost every way imaginable to make sure that they meet demanding global safety standards.",Energy
37,Talking Sorting Hat,2024,561,100,https://www.lego.com/cdn/cs/set/assets/blt47c94c595257dd3a/76429.png?format=webply&fit=bounds&quality=75&width=800&height=800&dpr=1,Brown,Black,"Immerse yourself in a spellbinding build with this Hogwarts™ Talking Sorting Hat™ (76429), the first-ever LEGO® Harry Potter™ set with a sound brick to bring this display model to life. Tip the top of the hat or place it on your head to activate the voice of the Sorting Hat and find out which Hogwarts house it selects for you. Listen out for the Sorting Hat Song every now and then, too.

Place the hat on the stand, which features Gryffindor™, Slytherin™, Hufflepuff™ and Ravenclaw™ crest decorations. This unique LEGO set also includes a Harry Potter character minifigure wearing a Sorting Hat to complete a special display.

This buildable, adventure movie-themed set makes a magical treat for yourself, a present for moms or dads who are into the Wizarding World and the best gift for other adult Harry Potter movie-lovers.

Adventure movie-themed gift for adults – Escape to the magical Wizarding World with this buildable LEGO® Harry Potter™ Hogwarts™ Talking Sorting Hat™ display model… which actually speaks
Randomized sound brick (batteries included) – Tip the top of the hat or place it on your head to activate 1 of 31 randomized sounds and find out which Hogwarts™ house the hat selects for you
Display stand with Harry Potter™ character minifigure – The display stand features Gryffindor™, Slytherin™, Hufflepuff™ and Ravenclaw™ crest decorations, and Harry wears a Sorting Hat™ element
Harry Potter™ gift for adult fans – Treat yourself or give this 561-piece LEGO® set as a birthday present or holiday gift to a fellow Harry Potter movie-lover or Wizarding World collector
Immerse yourself – Enjoy every step of your build with the LEGO® Builder app, which lets you zoom and rotate the model in 3D, track your progress and save all your sets in one place
Collectible LEGO® Sets for Adults – This LEGO Harry Potter™ model kit is part of a collection of premium-quality building sets for adults like you who enjoy hands-on creative projects
Build, display and play – The LEGO® Harry Potter™ Talking Sorting Hat™ model measures over 9.5 in. (24 cm) high and 7.5 in. (19 cm) in diameter",Harry Potter - Character